layer,topic_id,label,l3_final_l2,x,y,is_hardware
Science,SCIENCE-REF-0620,Computational Neuroscience,Computational science and modeling,2.4622362,1.915374,False
Science,SCIENCE-REF-0621,Computational Physics,Computational science and modeling,2.672879,1.725626,False
Science,SCIENCE-REF-0681,Deep Ecology,Computational science and modeling,1.812025,2.1025603,False
Science,SCIENCE-REF-0703,Digital Pathology,Computational science and modeling,3.1523466,-0.0018513442,False
Science,SCIENCE-REF-0727,Earth Observation,Computational science and modeling,2.979297,0.5732753,False
Science,SCIENCE-REF-0748,Epidemiological Modelling,Computational science and modeling,3.7869394,0.9872758,False
Science,SCIENCE-REF-0804,Genotype-Phenotype Mapping,Computational science and modeling,3.4318979,0.8159437,False
Science,SCIENCE-REF-0812,Graph Theory,Computational science and modeling,3.7125394,2.9180822,False
Science,SCIENCE-REF-0885,Jurisprudence,Computational science and modeling,-0.52859163,3.3968754,False
Science,SCIENCE-REF-0931,Macroscopic Physics,Computational science and modeling,2.6452277,1.762719,False
Science,SCIENCE-REF-0945,Materials Informatics,Computational science and modeling,3.049671,1.0739172,False
Science,SCIENCE-REF-0960,Microeconomics,Computational science and modeling,2.511099,1.9323095,False
Science,SCIENCE-REF-1047,Opinion Dynamics,Computational science and modeling,1.8861871,1.828788,False
Science,SCIENCE-REF-1069,Phenotype,Computational science and modeling,3.506605,0.78368634,False
Science,SCIENCE-REF-1086,Precision Medicine,Computational science and modeling,3.2290044,0.1397114,False
Science,SCIENCE-REF-1110,Protein Design,Computational science and modeling,3.242198,0.8914614,False
Science,SCIENCE-REF-1111,Protein Structure Prediction,Computational science and modeling,3.293795,0.84978807,False
Science,SCIENCE-REF-1121,Quantum Machine Learning,Computational science and modeling,3.7182999,1.4040318,False
Science,SCIENCE-REF-1183,Scientific Machine Learning,Computational science and modeling,3.660931,1.2562737,False
Science,SCIENCE-REF-1184,Scientometrics,Computational science and modeling,3.0204334,1.0080214,False
Science,SCIENCE-REF-1268,Systems Biology,Computational science and modeling,2.3922107,1.5418748,False
Science,SCIENCE-REF-1291,Topology,Computational science and modeling,3.354501,1.4318309,False
Science,SCIENCE-REF-0619,computational law,Computational science and modeling,1.9450322,2.817778,False
Science,SCIENCE-REF-0622,computational social science,Computational science and modeling,1.697741,2.4273186,False
Science,SCIENCE-REF-0481,Action Recognition,Computer vision and multimodal perception,3.8305094,-0.78559023,False
Science,SCIENCE-REF-0544,Augmented Cognition,Computer vision and multimodal perception,3.6325748,3.029113,False
Science,SCIENCE-REF-0563,Behavioral Biometrics,Computer vision and multimodal perception,3.8622386,-0.7410341,False
Science,SCIENCE-REF-0571,Biodiversity Monitoring,Computer vision and multimodal perception,2.967205,0.55194676,False
Science,SCIENCE-REF-0581,Brain-Computer Interfaces,Computer vision and multimodal perception,3.6902063,3.0251718,False
Science,SCIENCE-REF-0625,Computer Vision,Computer vision and multimodal perception,3.8157358,-0.91379714,False
Science,SCIENCE-REF-0654,Cross-Lingual Transfer,Computer vision and multimodal perception,4.972697,0.8765564,False
Science,SCIENCE-REF-0718,Document AI,Computer vision and multimodal perception,4.0548406,-0.82910126,False
Science,SCIENCE-REF-0739,Emotion AI,Computer vision and multimodal perception,4.161987,-0.7766557,False
Science,SCIENCE-REF-0740,Emotion Recognition,Computer vision and multimodal perception,4.110942,-0.7125596,False
Science,SCIENCE-REF-0769,Facial Recognition Technology,Computer vision and multimodal perception,3.7273834,-0.9300223,False
Science,SCIENCE-REF-0840,Image Captioning,Computer vision and multimodal perception,5.199602,-0.4749526,False
Science,SCIENCE-REF-0841,Image Classification,Computer vision and multimodal perception,3.9578927,-0.9324648,False
Science,SCIENCE-REF-0842,Image Segmentation,Computer vision and multimodal perception,3.6084676,-1.2383391,False
Science,SCIENCE-REF-0860,Instance Segmentation,Computer vision and multimodal perception,3.6526814,-1.2832909,False
Science,SCIENCE-REF-0930,Machine Vision,Computer vision and multimodal perception,3.609837,-0.7567154,False
Science,SCIENCE-REF-0932,Magnetic Resonance Imaging,Computer vision and multimodal perception,3.5361886,-0.66252494,False
Science,SCIENCE-REF-0953,Medical Image Analysis,Computer vision and multimodal perception,3.2292485,-0.27671784,False
Science,SCIENCE-REF-0998,Multimodal Language Understanding,Computer vision and multimodal perception,5.5069184,0.7408231,False
Science,SCIENCE-REF-0999,Multimodal Learning,Computer vision and multimodal perception,5.5588245,1.0347425,False
Science,SCIENCE-REF-1038,Object Detection,Computer vision and multimodal perception,3.607211,-0.8468647,False
Science,SCIENCE-REF-1144,Remote Sensing AI,Computer vision and multimodal perception,2.9639695,0.45332935,False
Science,SCIENCE-REF-1180,Scene Understanding,Computer vision and multimodal perception,3.8708186,-1.022074,False
Science,SCIENCE-REF-1193,Semantic Segmentation,Computer vision and multimodal perception,3.6840158,-1.2690911,False
Science,SCIENCE-REF-1197,Sensor Fusion,Computer vision and multimodal perception,3.3706126,-0.15728578,False
Science,SCIENCE-REF-1209,Simultaneous Localisation and Mapping,Computer vision and multimodal perception,3.0560398,-0.2537967,False
Science,SCIENCE-REF-1236,Speech Recognition,Computer vision and multimodal perception,4.7161474,-0.8815762,False
Science,SCIENCE-REF-1237,Speech Synthesis,Computer vision and multimodal perception,5.051134,-0.8427346,False
Science,SCIENCE-REF-1279,Text-to-Image Generation,Computer vision and multimodal perception,5.3912907,-0.45559597,False
Science,SCIENCE-REF-1285,Three-Dimensional Reconstruction,Computer vision and multimodal perception,3.4938836,-1.0847118,False
Science,SCIENCE-REF-1328,Video Understanding,Computer vision and multimodal perception,3.8751128,-0.9753581,False
Science,SCIENCE-REF-1331,Vision-Language Models,Computer vision and multimodal perception,5.3305964,0.6140989,False
Science,SCIENCE-REF-1333,Visual Question Answering,Computer vision and multimodal perception,4.75554,-0.3777847,False
Science,SCIENCE-REF-1334,Voice UI,Computer vision and multimodal perception,4.910233,-0.9496846,False
Science,SCIENCE-REF-0600,Cloud Computing,Computing systems and infrastructure,3.1666663,1.936176,False
Science,SCIENCE-REF-0617,Computational Efficiency,Computing systems and infrastructure,2.9737604,2.2001395,False
Science,SCIENCE-REF-0639,Continuous Integration,Computing systems and infrastructure,1.4016608,0.82942426,False
Science,SCIENCE-REF-0705,Digital Twin,Computing systems and infrastructure,2.3453915,0.37025863,False
Science,SCIENCE-REF-0706,Digital Twins,Computing systems and infrastructure,2.3976002,0.47556126,False
Science,SCIENCE-REF-0713,Distributed Computing,Computing systems and infrastructure,3.2956743,2.05436,False
Science,SCIENCE-REF-0714,Distributed Ledger Technology,Computing systems and infrastructure,5.290388,2.4224732,False
Science,SCIENCE-REF-0715,Distributed Machine Learning,Computing systems and infrastructure,5.22584,2.1625667,False
Science,SCIENCE-REF-0726,Dynamic Programming,Computing systems and infrastructure,2.821991,1.3397644,False
Science,SCIENCE-REF-0730,Edge Computing,Computing systems and infrastructure,4.29952,4.2329283,False
Science,SCIENCE-REF-0826,High-Performance Computing,Computing systems and infrastructure,3.124731,1.8249859,False
Science,SCIENCE-REF-0988,Morphological Computation,Computing systems and infrastructure,4.0303497,3.2072082,False
Science,SCIENCE-REF-1024,Neuromorphic Engineering,Computing systems and infrastructure,4.3305316,3.1953957,False
Science,SCIENCE-REF-1046,Operational Research,Computing systems and infrastructure,2.6962595,1.5771829,False
Science,SCIENCE-REF-1119,Quantum Computing,Computing systems and infrastructure,3.3314419,1.8156576,False
Science,SCIENCE-REF-1151,Resource Allocation,Computing systems and infrastructure,2.428353,1.8359232,False
Science,SCIENCE-REF-1233,Software Architecture,Computing systems and infrastructure,0.2548764,1.1119916,False
Science,SCIENCE-REF-1255,Supply Chain,Computing systems and infrastructure,1.6956747,1.2667487,False
Science,SCIENCE-REF-1260,Swarm Intelligence,Computing systems and infrastructure,2.3314447,1.1295947,False
Science,SCIENCE-REF-1269,Task Allocation,Computing systems and infrastructure,2.6368556,1.5954807,False
Science,SCIENCE-REF-1276,Tensor Processing Unit,Computing systems and infrastructure,4.8275375,3.5210598,False
Science,SCIENCE-REF-1284,Thermodynamics in AI,Computing systems and infrastructure,2.9399652,1.8320793,False
Science,SCIENCE-REF-1286,TinyML,Computing systems and infrastructure,4.1719956,3.4873052,False
Science,SCIENCE-REF-1299,Turing Machine,Computing systems and infrastructure,3.5610254,3.382654,False
Science,SCIENCE-REF-1306,Universal Basic Income,Computing systems and infrastructure,0.2921271,2.1730094,False
Science,SCIENCE-REF-1335,Von Neumann Architecture,Computing systems and infrastructure,4.1349845,3.3459706,False
Science,SCIENCE-REF-0660,Cybersecurity,Data governance and law,0.07028097,1.1230783,False
Science,SCIENCE-REF-0666,Data Governance,Data governance and law,-1.2218289,0.9276238,False
Science,SCIENCE-REF-0667,Data Minimisation,Data governance and law,-1.0326742,0.43718803,False
Science,SCIENCE-REF-0670,Data Protection,Data governance and law,-1.1049296,0.6292405,False
Science,SCIENCE-REF-0672,Data Provenance,Data governance and law,-1.2139655,0.80241287,False
Science,SCIENCE-REF-0673,Data Sovereignty,Data governance and law,-1.2065376,0.8931569,False
Science,SCIENCE-REF-0674,Data Stewardship,Data governance and law,-1.2579919,0.77304757,False
Science,SCIENCE-REF-0689,Democratic Integrity,Data governance and law,-0.6127765,2.5143735,False
Science,SCIENCE-REF-0690,Democratization of AI,Data governance and law,-0.5249966,2.1649766,False
Science,SCIENCE-REF-0697,Differential Privacy,Data governance and law,-0.8085915,0.5351876,False
Science,SCIENCE-REF-0771,Fair Use,Data governance and law,-1.3965496,2.8899367,False
Science,SCIENCE-REF-0859,Informed Consent,Data governance and law,-1.0822812,1.194458,False
Science,SCIENCE-REF-0865,Intangible Asset,Data governance and law,-1.2972146,2.5717819,False
Science,SCIENCE-REF-0867,Intellectual Property,Data governance and law,-1.3396935,2.5690787,False
Science,SCIENCE-REF-0907,Legal Personhood,Data governance and law,-1.027277,2.7246692,False
Science,SCIENCE-REF-0933,Majority Rule,Data governance and law,1.0759925,2.7671254,False
Science,SCIENCE-REF-0958,Metadata,Data governance and law,-0.7796135,0.34626132,False
Science,SCIENCE-REF-0977,Monopoly,Data governance and law,-0.06455776,1.7256538,False
Science,SCIENCE-REF-1031,Non-Discrimination,Data governance and law,0.006436171,3.1371891,False
Science,SCIENCE-REF-1030,Non-disclosure Agreement,Data governance and law,-0.7026402,1.0806794,False
Science,SCIENCE-REF-1045,Open Source Software,Data governance and law,-0.6669683,1.7338752,False
Science,SCIENCE-REF-1100,Privacy,Data governance and law,-1.0246121,0.76473176,False
Science,SCIENCE-REF-1135,Regulatory Arbitrage,Data governance and law,-0.4920442,1.748092,False
Science,SCIENCE-REF-1136,Regulatory Capture,Data governance and law,-0.47518983,1.5287817,False
Science,SCIENCE-REF-1158,Right to an Explanation,Data governance and law,-1.1130952,2.6127906,False
Science,SCIENCE-REF-1159,Right to be Forgotten,Data governance and law,-1.2231109,1.1830716,False
Science,SCIENCE-REF-1168,Rule of Law,Data governance and law,-0.9100485,2.0350304,False
Science,SCIENCE-REF-1200,Separation of Powers,Data governance and law,-0.8442083,1.8948835,False
Science,SCIENCE-REF-1214,Smart Contract,Data governance and law,-0.745669,1.4333929,False
Science,SCIENCE-REF-1240,Standard Essential Patent,Data governance and law,-1.1475313,1.6494644,False
Science,SCIENCE-REF-0671,data protection law,Data governance and law,-1.089264,0.52817416,False
Science,SCIENCE-REF-0779,Fiduciary Duty,Ethics and normative AI theory,-0.25664297,3.807723,False
Science,SCIENCE-REF-0980,Moral Foundation Theory,Ethics and normative AI theory,0.25854155,3.8960845,False
Science,SCIENCE-REF-0981,Moral Graph,Ethics and normative AI theory,0.26716343,3.910041,False
Science,SCIENCE-REF-0984,Moral Pluralism,Ethics and normative AI theory,0.18573156,3.8582716,False
Science,SCIENCE-REF-1035,Normative Ethics,Ethics and normative AI theory,0.06405915,3.8520286,False
Science,SCIENCE-REF-1163,Robot Ethics,Ethics and normative AI theory,0.008231365,3.7557607,False
Science,SCIENCE-REF-1316,Value Pluralism,Ethics and normative AI theory,0.3497814,3.8367817,False
Science,SCIENCE-REF-1317,Value-Sensitive Design,Ethics and normative AI theory,0.22300832,3.2478719,False
Science,SCIENCE-REF-0517,algorithmic justice,Ethics and normative AI theory,-0.22715123,3.2503023,False
Science,SCIENCE-REF-0535,artificial moral agent,Ethics and normative AI theory,-0.079728946,3.800198,False
Science,SCIENCE-REF-0554,autonomy and consent,Ethics and normative AI theory,-0.22580692,3.7571678,False
Science,SCIENCE-REF-0568,beneficence and non-maleficence,Ethics and normative AI theory,-0.16355203,3.6079953,False
Science,SCIENCE-REF-0584,care ethics,Ethics and normative AI theory,-0.12931058,3.946374,False
Science,SCIENCE-REF-0632,consequentialism,Ethics and normative AI theory,-0.045947902,3.9287903,False
Science,SCIENCE-REF-0691,deontological ethics,Ethics and normative AI theory,-0.05506667,3.9690752,False
Science,SCIENCE-REF-0717,distributive justice,Ethics and normative AI theory,-0.30972728,3.3841243,False
Science,SCIENCE-REF-0753,ethical decision-making,Ethics and normative AI theory,-0.074306585,3.9042032,False
Science,SCIENCE-REF-0772,"fairness, accountability, transparency",Ethics and normative AI theory,-0.33807296,3.2605202,False
Science,SCIENCE-REF-0807,goodhart's law,Ethics and normative AI theory,-0.86884266,3.5091188,False
Science,SCIENCE-REF-0909,legal positivism,Ethics and normative AI theory,-0.60291845,3.456476,False
Science,SCIENCE-REF-0914,liability regime,Ethics and normative AI theory,-1.119165,3.2283866,False
Science,SCIENCE-REF-0927,machine ethics,Ethics and normative AI theory,0.058076713,3.8459275,False
Science,SCIENCE-REF-0983,moral patienthood,Ethics and normative AI theory,-0.21998285,3.898588,False
Science,SCIENCE-REF-0986,moral status of machines,Ethics and normative AI theory,0.0022712955,3.932766,False
Science,SCIENCE-REF-0987,moral uncertainty,Ethics and normative AI theory,-0.15188585,3.9880395,False
Science,SCIENCE-REF-1095,principal-agent problem,Ethics and normative AI theory,0.919976,3.7854986,False
Science,SCIENCE-REF-1109,proportionality principle,Ethics and normative AI theory,-0.82520676,3.4884636,False
Science,SCIENCE-REF-1297,trolley problem,Ethics and normative AI theory,0.09387479,3.8510044,False
Science,SCIENCE-REF-1309,utilitarian calculus,Ethics and normative AI theory,0.24644662,3.953117,False
Science,SCIENCE-REF-1329,virtue ethics,Ethics and normative AI theory,-0.1103874,3.9792755,False
